"","sentence_id","word","element_id","word_count","sentiment"
"735",8347,"share",8873,1,0.5
"736",8375,"continue",8904,1,0.4
"737",8377,"sustainability",8906,1,1
"738",8378,"journey",8907,1,0.4
"739",8381,"proud",8910,1,0.75
"740",8384,"launched",8913,1,0.25
"741",8396,"sustainability",8925,1,1
"742",8403,"fantastic",8932,1,0.75
"743",8411,"commitment",8940,1,0.5
"744",8415,"united",8944,1,0.5
"745",8417,"sustainable",8946,1,1
"746",8424,"well",8953,1,0.8
"747",8427,"challenging",8956,1,-1
"748",8432,"pandemic",8961,1,-1
"749",8451,"cleaning",8980,1,0.6
"750",8453,"well",8982,1,0.8
"751",8456,"working",8985,1,0.25
"752",8480,"disruption",9009,1,-0.75
"753",8486,"grateful",9015,1,1
"754",8493,"commitment",9022,1,0.5
"755",8495,"dedication",9024,1,0.5
"756",8498,"difficult",9027,1,-0.5
"757",8502,"important",9031,1,0.75
"758",8505,"thank",9034,1,0.5
"759",8511,"government",9040,1,-0.5
"760",8514,"worked",9043,1,0.25
"761",8517,"allow",9046,1,0.25
"762",8519,"like",9048,1,0.5
"763",8525,"providing",9054,1,0.8
"764",8529,"positively",9058,1,0.75
"765",8538,"continue",9067,1,0.4
"766",8541,"economic",9070,1,-0.25
"767",8542,"empowerment",9071,1,1
"768",8543,"commitment",9072,1,0.5
"769",8551,"purchase",9080,1,0.25
"770",8571,"markets",9103,1,0.1
"771",8577,"pandemic",9109,1,-1
"772",8590,"hope",9122,1,0.5
"773",8596,"stable",9129,1,1
"774",8598,"develop",9131,1,0.1
"775",8604,"impossible",9137,1,-0.5
"776",8609,"pandemic",9142,1,-1
"777",8612,"disruption",9145,1,-0.75
"778",8615,"main",9148,1,0.4
"779",8617,"markets",9150,1,0.1
"780",8625,"food",9158,1,0.4
"781",8630,"demand",9163,1,-0.5
"782",8634,"resilient",9167,1,0.5
"783",8664,"exceptionally",9197,1,1
"784",8666,"rainfall",9199,1,0.1
"785",8674,"cold",9209,1,-0.5
"786",8679,"well",9214,1,0.8
"787",8689,"pandemic",9224,1,-1
"788",8697,"chairman",9233,1,0.25
"789",8710,"continue",9248,1,0.4
"790",8712,"grow",9250,1,0.8
"791",8716,"mature",9254,1,0.75
"792",8719,"greater",9258,1,0.5
"793",8721,"demand",9261,1,-0.5
"794",8730,"pandemic",9270,1,-1
"795",8734,"markets",9274,1,0.1
"796",8737,"considerable",9277,1,0.1
"797",8738,"downturn",9278,1,-0.8
"798",8762,"markets",9302,1,0.1
"799",8782,"reasonable",9322,1,0.5
"800",8789,"growing",9329,1,0.8
"801",8790,"demand",9330,1,-0.5
"802",8792,"super",9332,1,0.75
"803",8805,"continue",9345,1,0.4
"804",8809,"opportunity",9349,1,0.5
"805",8815,"strong",9355,1,0.5
"806",8816,"performance",9356,1,0.4
"807",8824,"demand",9364,1,-0.5
"808",8835,"encouraging",9375,1,1
"809",8839,"importance",9379,1,0.5
"810",8841,"sustainable",9381,1,1
"811",8843,"resources",9383,1,0.25
"812",8854,"quality",9394,1,1
"813",8862,"demand",9402,1,-0.5
"814",8868,"continue",9408,1,0.4
"815",8870,"expand",9410,1,0.1
"816",8878,"demand",9418,1,-0.5
"817",8881,"downside",9421,1,-0.5
"818",8890,"inevitably",9430,1,-0.5
"819",8894,"pandemic",9434,1,-1
"820",8901,"butchery",9441,1,-0.8
"821",8907,"fell",9447,1,-0.5
"822",8914,"pressure",9454,1,-0.5
"823",8926,"allegations",9466,1,-0.8
"824",8929,"received",9469,1,0.6
"825",8938,"shocking",9479,1,-0.75
"826",8965,"level",9507,1,0.4
"827",8966,"grievance",9508,1,-0.5
"828",8970,"enhance",9512,1,0.5
"829",8972,"timely",9514,1,0.5
"830",8974,"sensitive",9516,1,0.25
"831",8977,"grievances",9519,1,-1
"832",8993,"fully",9535,1,0.4
"833",8994,"compliant",9536,1,0.5
"834",8997,"guiding",9539,1,0.6
"835",9008,"fair",9550,1,0.75
"836",9009,"transparent",9551,1,-0.25
"837",9014,"resolve",9556,1,0.8
"838",9016,"complaints",9558,1,-1
"839",9030,"extensive",9572,1,0.5
"840",9042,"organization",9584,1,0.4
"841",9046,"lead",9588,1,0.25
"842",9053,"engaged",9595,1,0.6
"843",9059,"comprehensive",9601,1,0.75
"844",9076,"confidence",9618,1,0.75
"845",9079,"commitment",9621,1,0.5
"846",9082,"attainment",9624,1,0.8
"847",9095,"well",9637,1,0.8
"848",9096,"advanced",9638,1,0.75
"849",9101,"level",9643,1,0.4
"850",9113,"provide",9655,1,0.8
"851",9121,"relating",9663,1,0.1
"852",9138,"clear",9680,1,0.5
"853",9142,"commitment",9684,1,0.5
"854",9144,"adopt",9686,1,0.5
"855",9157,"sustainability",9699,1,1
"856",9159,"commitment",9701,1,0.5
"857",9161,"ethical",9703,1,0.75
"858",9163,"sustainable",9705,1,1
"859",9164,"production",9706,1,0.1
"860",9166,"quality",9708,1,1
"861",9172,"thank",9714,1,0.5
"862",9189,"support",9731,1,0.5
"863",9201,"supporting",9743,1,0.75
"864",9206,"empowerment",9748,1,1
"865",9210,"continue",9752,1,0.4
"866",9215,"beneficial",9757,1,0.5
"867",9219,"united",9761,1,0.5
"868",9221,"global",9763,1,0.4
"869",9222,"compact",9764,1,0.4
"870",9233,"anti",9775,1,-1
"871",9234,"corruption",9776,1,-0.75
"872",9252,"focus",9794,1,0.6
"873",9258,"united",9800,1,0.5
"874",9260,"sustainable",9802,1,1
"875",9266,"include",9808,1,0.6
"876",9267,"good",9809,1,0.75
"877",9270,"wellbeing",9812,1,1
"878",9271,"quality",9813,1,1
"879",9274,"equality",9816,1,0.8
"880",9275,"clean",9817,1,0.75
"881",9279,"decent",9821,1,0.5
"882",9280,"work",9822,1,0.25
"883",9282,"economic",9824,1,-0.25
"884",9283,"growth",9825,1,0.5
"885",9287,"action",9829,1,0.25
"886",9290,"chairman",9833,1,0.25
"887",9304,"sustainability",9849,1,1
"888",9307,"respect",9852,1,0.5
"889",9312,"quality",9857,1,1
"890",9321,"learning",9866,1,0.8
"891",9330,"blocks",9875,1,-0.6
"892",9339,"clean",9884,1,0.75
"893",9346,"assist",9891,1,0.8
"894",9376,"curriculum",9921,1,-0.25
"895",9382,"commitment",9927,1,0.5
"896",9385,"equality",9930,1,0.8
"897",9391,"harassment",9936,1,-1
"898",9395,"prevention",9940,1,0.25
"899",9396,"sharp",9941,1,1
"900",9404,"featured",9949,1,0.4
"901",9405,"strongly",9950,1,0.6
"902",9414,"well",9959,1,0.8
"903",9417,"donation",9962,1,0.8
"904",9420,"community",9965,1,0.6
"905",9424,"won",9969,1,0.5
"906",9426,"prestigious",9972,1,1
"907",9429,"award",9975,1,0.75
"908",9432,"best",9978,1,0.5
"909",9435,"safety",9981,1,0.8
"910",9443,"accredited",9989,1,0.8
"911",9446,"scheme",9992,1,-0.1
"912",9449,"winners",9995,1,0.8
"913",9453,"responsible",9999,1,0.25
"914",9455,"awards",10001,1,0.5
"915",9459,"community",10005,1,0.6
"916",9463,"great",10009,1,0.5
"917",9464,"importance",10010,1,0.5
"918",9472,"contracted",10018,1,-0.5
"919",9474,"community",10020,1,0.6
"920",9478,"enhance",10024,1,0.5
"921",9484,"community",10030,1,0.6
"922",9490,"received",10036,1,0.6
"923",9491,"positive",10037,1,0.75
"924",9495,"regard",10041,1,1
"925",9508,"pandemic",10055,1,-1
"926",9516,"protect",10063,1,0.75
"927",9520,"strengthening",10067,1,0.5
"928",9522,"community",10069,1,0.6
"929",9523,"support",10070,1,0.5
"930",9527,"included",10074,1,0.6
"931",9528,"providing",10075,1,0.8
"932",9538,"government",10085,1,-0.5
"933",9540,"food",10087,1,0.4
"934",9544,"needy",10091,1,-1
"935",9552,"allow",10099,1,0.25
"936",9554,"better",10101,1,0.8
"937",9561,"providing",10108,1,0.8
"938",9562,"clean",10109,1,0.75
"939",9572,"protect",10119,1,0.75
"940",9579,"comprehensive",10126,1,0.75
"941",9585,"well",10132,1,0.8
"942",9587,"providing",10134,1,0.8
"943",9599,"work",10146,1,0.25
"944",9606,"strategic",10153,1,0.6
"945",9618,"clear",10165,1,0.5
"946",9619,"results",10166,1,0.25
"947",9622,"nuts",10169,1,-0.25
"948",9628,"strong",10175,1,0.5
"949",9633,"performance",10180,1,0.4
"950",9635,"hope",10182,1,0.5
"951",9661,"additional",10208,1,0.25
"952",9684,"risk",10232,1,-0.75
"953",9686,"adverse",10234,1,-0.5
"954",9689,"upgraded",10237,1,0.8
"955",9695,"successfully",10243,1,1
"956",9706,"sufficient",10254,1,1
"957",9718,"exploring",10266,1,0.6
"958",9722,"new",10270,1,0.8
"959",9723,"technology",10271,1,0.1
"960",9728,"importance",10276,1,0.5
"961",9732,"cracking",10280,1,-0.4
"962",9735,"ensure",10283,1,0.8
"963",9759,"production",10307,1,0.1
"964",9763,"demands",10311,1,-0.4
"965",9779,"successful",10328,1,0.75
"966",9787,"economic",10336,1,-0.25
"967",9788,"empowerment",10337,1,1
"968",9792,"good",10341,1,0.75
"969",9793,"results",10342,1,0.25
"970",9797,"continue",10346,1,0.4
"971",9800,"objective",10349,1,0.4
"972",9803,"greater",10352,1,0.5
"973",9811,"technology",10360,1,0.1
"974",9819,"keenly",10368,1,0.8
"975",9820,"focused",10369,1,0.6
"976",9823,"task",10372,1,-0.25
"977",9827,"correctly",10376,1,0.8
"978",9834,"leader",10383,1,0.25
"979",9837,"production",10386,1,0.1
"980",9840,"continue",10389,1,0.4
"981",9847,"markets",10396,1,0.1
"982",9848,"demand",10397,1,-0.5
"983",9853,"commitment",10402,1,0.5
"984",9864,"grow",10413,1,0.8
"985",9870,"skilled",10419,1,0.5
"986",9873,"manage",10422,1,0.4
"987",9875,"provide",10424,1,0.8
"988",9876,"innovation",10425,1,0.75
"989",9881,"continue",10430,1,0.4
"990",9885,"develop",10434,1,0.1
"991",9894,"complex",10443,1,0.25
"992",9902,"grow",10451,1,0.8
"993",9908,"opportunities",10457,1,1
"994",9932,"chairman",10484,1,0.25
"995",9944,"assist",10498,1,0.8
"996",9946,"protecting",10500,1,0.8
"997",9974,"provide",10530,1,0.8
"998",9975,"invaluable",10531,1,1
"999",9979,"compliance",10535,1,0.1
"1000",9995,"like",10551,1,0.5
"1001",9997,"thank",10553,1,0.5
"1002",10012,"safe",10568,1,0.75
"1003",10019,"difficult",10575,1,-0.5
"1004",10036,"chairman",10593,1,0.25
"1005",10056,"continue",10614,1,0.4
"1006",10066,"director",10624,1,0.25
"1007",10069,"like",10627,1,0.5
"1008",10071,"thank",10629,1,0.5
"1009",10074,"sincerely",10632,1,0.5
"1010",10077,"wise",10635,1,0.5
"1011",10087,"fortunate",10645,1,1
"1012",10089,"welcome",10647,1,0.5
"1013",10095,"new",10653,1,0.8
"1014",10106,"extensive",10664,1,0.5
"1015",10144,"information",10708,1,0.4
"1016",10148,"general",10713,1,0.4
"1017",10150,"chairman",10716,1,0.25
"1018",10185,"loss",10762,1,-0.75
"1019",10188,"comprehensive",10765,1,0.75
"1020",10205,"equity",10785,1,1
"1021",10211,"equity",10792,1,1
"1022",10217,"cash",10799,1,0.4
"1023",10230,"major",10816,1,0.4
"1024",10239,"general",10826,1,0.4
"1025",10244,"information",10833,1,0.4
"1026",10285,"chairman",10877,1,0.25
"1027",10291,"director",10883,1,0.25
"1028",10300,"deceased",10892,1,-1
"1029",10321,"main",10915,1,0.4
"1030",10323,"custody",10917,1,-0.4
"1031",10326,"limited",10920,1,-0.75
"1032",10357,"limited",10961,1,-0.75
"1033",10363,"limited",10968,1,-0.75
"1034",10383,"limited",10991,1,-0.75
"1035",10411,"shares",11027,1,0.1
"1036",10416,"shares",11032,1,0.1
"1037",10423,"exchange",11039,1,0.25
"1038",10428,"exchange",11044,1,0.25
"1039",10434,"general",11051,1,0.4
"1040",10445,"general",11062,1,0.4
"1041",10488,"presence",11109,1,0.4
"1042",10493,"approve",11115,1,0.5
"1043",10501,"general",11123,1,0.4
"1044",10510,"adopt",11135,1,0.5
"1045",10525,"chairman",11152,1,0.25
"1046",10544,"share",11173,1,0.5
"1047",10553,"approve",11187,1,0.5
"1048",10573,"approve",11210,1,0.5
"1049",10594,"elect",11234,1,0.6
"1050",10602,"director",11242,1,0.25
"1051",10620,"eligible",11261,1,0.8
"1052",10642,"director",11284,1,0.25
"1053",10660,"eligible",11303,1,0.8
"1054",10682,"director",11326,1,0.25
"1055",10713,"special",11359,1,0.8
"1056",10717,"received",11363,1,0.6
"1057",10757,"risk",11408,1,-0.75
"1058",10763,"continue",11414,1,0.4
"1059",10849,"general",11508,1,0.4
"1060",10857,"received",11516,1,0.6
"1061",10873,"entitled",11534,1,-0.25
"1062",10882,"entitled",11543,1,-0.25
"1063",10908,"chairman",11570,1,0.25
"1064",10916,"results",11580,1,0.25
"1065",10918,"excellent",11582,1,1
"1066",10921,"results",11585,1,0.25
"1067",10926,"tax",11591,1,-0.25
"1068",10943,"demand",11610,1,-0.5
"1069",10957,"share",11624,1,0.5
"1070",10958,"increased",11625,1,0.5
"1071",10972,"difficult",11641,1,-0.5
"1072",10977,"inflationary",11646,1,-0.6
"1073",10978,"pressure",11647,1,-0.5
"1074",10983,"production",11652,1,0.1
"1075",10988,"develop",11657,1,0.1
"1076",11007,"balance",11676,1,0.6
"1077",11010,"strong",11679,1,0.5
"1078",11014,"good",11683,1,0.75
"1079",11019,"continue",11688,1,0.4
"1080",11021,"strategic",11690,1,0.6
"1081",11027,"recommended",11696,1,0.5
"1082",11033,"share",11703,1,0.5
"1083",11038,"share",11709,1,0.5
"1084",11043,"commitment",11715,1,0.5
"1085",11050,"prime",11722,1,0.1
"1086",11051,"focus",11723,1,0.6
"1087",11078,"sustainability",11750,1,1
"1088",11080,"improvement",11752,1,0.75
"1089",11086,"resources",11758,1,0.25
"1090",11088,"well",11760,1,0.8
"1091",11091,"wellbeing",11763,1,1
"1092",11098,"foundation",11770,1,0.4
"1093",11107,"supporting",11779,1,0.75
"1094",11111,"economic",11783,1,-0.25
"1095",11112,"empowerment",11784,1,1
"1096",11124,"empowerment",11796,1,1
"1097",11151,"well",11825,1,0.8
"1098",11159,"global",11833,1,0.4
"1099",11161,"uncertainty",11835,1,-0.8
"1100",11165,"volatile",11839,1,-0.4
"1101",11167,"markets",11841,1,0.1
"1102",11175,"commitment",11849,1,0.5
"1103",11178,"sustainability",11852,1,1
"1104",11188,"markets",11862,1,0.1
"1105",11195,"uncertain",11869,1,-0.75
"1106",11202,"pandemic",11876,1,-1
"1107",11208,"demand",11883,1,-0.5
"1108",11211,"unclear",11886,1,-0.5
"1109",11216,"uncertain",11892,1,-0.75
"1110",11221,"experienced",11897,1,0.6
"1111",11237,"decline",11913,1,-0.75
"1112",11242,"global",11918,1,0.4
"1113",11257,"excellent",11934,1,1
"1114",11281,"demand",11958,1,-0.5
"1115",11286,"production",11963,1,0.1
"1116",11298,"demand",11978,1,-0.5
"1117",11307,"excellent",11987,1,1
"1118",11314,"reputation",11994,1,1
"1119",11319,"quality",11999,1,1
"1120",11322,"undermined",12002,1,-0.75
"1121",11327,"immature",12007,1,-0.5
"1122",11330,"improved",12010,1,0.75
"1123",11335,"delays",12015,1,-0.8
"1124",11344,"focus",12024,1,0.6
"1125",11346,"producing",12026,1,0.6
"1126",11347,"quality",12027,1,1
"1127",11350,"well",12030,1,0.8
"1128",11361,"variety",12041,1,0.25
"1129",11363,"production",12043,1,0.1
"1130",11378,"well",12060,1,0.8
"1131",11395,"gold",12077,1,0.5
"1132",11403,"wealth",12085,1,0.5
"1133",11413,"stable",12095,1,1
"1134",11414,"quality",12096,1,1
"1135",11421,"chairman",12104,1,0.25
"1136",11471,"decline",12157,1,-0.75
"1137",11492,"demand",12178,1,-0.5
"1138",11499,"continue",12185,1,0.4
"1139",11502,"well",12188,1,0.8
"1140",11527,"experienced",12214,1,0.6
"1141",11534,"remarkably",12221,1,0.5
"1142",11551,"pressure",12239,1,-0.5
"1143",11559,"forward",12247,1,0.6
"1144",11564,"production",12253,1,0.1
"1145",11575,"agreement",12264,1,0.5
"1146",11582,"outstanding",12271,1,0.75
"1147",11597,"established",12289,1,0.4
"1148",11613,"well",12305,1,0.8
"1149",11624,"majority",12316,1,0.25
"1150",11639,"successfully",12331,1,1
"1151",11644,"committed",12336,1,0.5
"1152",11646,"ensuring",12338,1,0.8
"1153",11654,"professional",12346,1,0.8
"1154",11655,"transparent",12347,1,-0.25
"1155",11657,"equitable",12349,1,0.8
"1156",11662,"protect",12354,1,0.75
"1157",11664,"enhance",12356,1,0.5
"1158",11684,"markets",12376,1,0.1
"1159",11685,"authority",12377,1,0.5
"1160",11693,"found",12385,1,0.6
"1161",11703,"good",12396,1,0.75
"1162",11706,"compliance",12399,1,0.1
"1163",11721,"continue",12414,1,0.4
"1164",11727,"recommendations",12420,1,0.8
"1165",11730,"pleased",12423,1,0.75
"1166",11733,"positive",12426,1,0.75
"1167",11741,"sustainability",12434,1,1
"1168",11745,"work",12438,1,0.25
"1169",11746,"hard",12439,1,-0.25
"1170",11750,"sustainable",12443,1,1
"1171",11761,"enrichment",12454,1,1
"1172",11768,"steadfast",12461,1,0.75
"1173",11771,"support",12464,1,0.5
"1174",11776,"economic",12469,1,-0.25
"1175",11777,"empowerment",12470,1,1
"1176",11783,"conservation",12476,1,0.8
"1177",11809,"works",12502,1,0.25
"1178",11812,"relating",12505,1,0.1
"1179",11814,"good",12507,1,0.75
"1180",11817,"wellbeing",12510,1,1
"1181",11818,"quality",12511,1,1
"1182",11821,"equality",12514,1,0.8
"1183",11822,"clean",12515,1,0.75
"1184",11826,"decent",12519,1,0.5
"1185",11827,"work",12520,1,0.25
"1186",11829,"economic",12522,1,-0.25
"1187",11830,"growth",12523,1,0.5
"1188",11833,"action",12526,1,0.25
"1189",11836,"commitment",12529,1,0.5
"1190",11839,"community",12532,1,0.6
"1191",11844,"earnest",12537,1,0.75
"1192",11867,"good",12560,1,0.75
"1193",11872,"increased",12565,1,0.5
"1194",11873,"level",12566,1,0.4
"1195",11875,"new",12568,1,0.8
"1196",11882,"critical",12575,1,-0.6
"1197",11889,"improving",12582,1,0.75
"1198",11891,"knowledge",12584,1,0.6
"1199",11899,"growing",12592,1,0.8
"1200",11900,"quality",12593,1,1
"1201",11907,"essential",12600,1,0.6
"1202",11914,"prevent",12607,1,-0.25
"1203",11920,"ignored",12613,1,-0.6
"1204",11922,"weak",12615,1,-0.5
"1205",11923,"markets",12616,1,0.1
"1206",11927,"engage",12620,1,0.6
"1207",11939,"government",12632,1,-0.5
"1208",11943,"civil",12636,1,0.8
"1209",11967,"united",12661,1,0.5
"1210",11969,"global",12663,1,0.4
"1211",11970,"compact",12664,1,0.4
"1212",11979,"completing",12673,1,0.8
"1213",11983,"join",12677,1,0.25
"1214",11985,"united",12679,1,0.5
"1215",11989,"support",12683,1,0.5
"1216",11995,"empowerment",12689,1,1
"1217",11998,"chairman",12693,1,0.25
"1218",12012,"sustainability",12709,1,1
"1219",12015,"commitment",12712,1,0.5
"1220",12037,"harassment",12734,1,-1
"1221",12041,"prevention",12738,1,0.25
"1222",12042,"sharp",12739,1,1
"1223",12047,"positive",12744,1,0.75
"1224",12060,"community",12757,1,0.6
"1225",12061,"sharp",12758,1,1
"1226",12063,"featured",12760,1,0.4
"1227",12068,"united",12765,1,0.5
"1228",12089,"launched",12787,1,0.25
"1229",12093,"stop",12791,1,-0.4
"1230",12097,"abuse",12795,1,-1
"1231",12105,"youth",12803,1,0.4
"1232",12110,"general",12808,1,0.4
"1233",12111,"community",12809,1,0.6
"1234",12115,"posed",12813,1,-0.25
"1235",12131,"additional",12829,1,0.25
"1236",12132,"focus",12830,1,0.6
"1237",12135,"stress",12833,1,-0.75
"1238",12137,"depression",12835,1,-0.5
"1239",12138,"management",12836,1,0.4
"1240",12140,"well",12838,1,0.8
"1241",12142,"promoting",12840,1,0.6
"1242",12149,"successfully",12847,1,1
"1243",12155,"food",12853,1,0.4
"1244",12156,"safety",12854,1,0.8
"1245",12158,"including",12856,1,0.6
"1246",12163,"risk",12861,1,-0.75
"1247",12167,"practice",12865,1,0.4
"1248",12171,"ethical",12869,1,0.75
"1249",12177,"nurture",12875,1,0.8
"1250",12179,"food",12877,1,0.4
"1251",12180,"safety",12878,1,0.8
"1252",12199,"well",12897,1,0.8
"1253",12213,"strategic",12911,1,0.6
"1254",12216,"positive",12914,1,0.75
"1255",12217,"progress",12915,1,0.75
"1256",12225,"strategic",12923,1,0.6
"1257",12233,"growth",12931,1,0.5
"1258",12253,"strategic",12951,1,0.6
"1259",12265,"additional",12963,1,0.25
"1260",12272,"new",12970,1,0.8
"1261",12279,"work",12978,1,0.25
"1262",12305,"risk",13005,1,-0.75
"1263",12307,"adverse",13007,1,-0.5
"1264",12328,"continue",13028,1,0.4
"1265",12331,"good",13031,1,0.75
"1266",12332,"demand",13032,1,-0.5
"1267",12338,"important",13038,1,0.75
"1268",12339,"contribution",13039,1,0.5
"1269",12342,"food",13042,1,0.4
"1270",12345,"hope",13045,1,0.5
"1271",12347,"grow",13047,1,0.8
"1272",12356,"profound",13057,1,1
"1273",12357,"sadness",13058,1,-0.5
"1274",12362,"death",13063,1,-0.75
"1275",12373,"united",13074,1,0.5
"1276",12382,"battle",13084,1,-0.5
"1277",12384,"cancer",13086,1,-0.75
"1278",12390,"director",13092,1,0.25
"1279",12399,"chairman",13102,1,0.25
"1280",12410,"guidance",13113,1,0.5
"1281",12412,"counsel",13115,1,0.4
"1282",12416,"missed",13119,1,-0.5
"1283",12422,"fellow",13125,1,0.4
"1284",12426,"sincere",13129,1,0.75
"1285",12440,"expand",13143,1,0.1
"1286",12443,"committed",13146,1,0.5
"1287",12449,"management",13152,1,0.4
"1288",12453,"management",13156,1,0.4
"1289",12456,"continue",13159,1,0.4
"1290",12459,"strong",13162,1,0.5
"1291",12460,"commitment",13163,1,0.5
"1292",12468,"challenging",13171,1,-1
"1293",12472,"well",13175,1,0.8
"1294",12473,"supported",13176,1,0.75
"1295",12479,"legal",13182,1,0.25
"1296",12484,"ahead",13187,1,0.8
"1297",12499,"technology",13202,1,0.1
"1298",12500,"culture",13203,1,0.6
"1299",12508,"ready",13211,1,0.8
"1300",12510,"adapt",13213,1,0.8
"1301",12513,"new",13216,1,0.8
"1302",12527,"growing",13230,1,0.8
"1303",12529,"global",13232,1,0.4
"1304",12530,"demand",13233,1,-0.5
"1305",12538,"chairman",13242,1,0.25
"1306",12547,"ahead",13253,1,0.8
"1307",12551,"good",13257,1,0.75
"1308",12552,"quality",13258,1,1
"1309",12553,"healthy",13259,1,0.75
"1310",12554,"food",13260,1,0.4
"1311",12557,"forward",13263,1,0.6
"1312",12559,"challenge",13265,1,-0.25
"1313",12563,"continue",13269,1,0.4
"1314",12576,"global",13282,1,0.4
"1315",12577,"economic",13283,1,-0.25
"1316",12586,"adapt",13292,1,0.8
"1317",12590,"new",13296,1,0.8
"1318",12595,"established",13301,1,0.4
"1319",12599,"appropriate",13305,1,1
"1320",12611,"new",13317,1,0.8
"1321",12622,"production",13328,1,0.1
"1322",12632,"well",13338,1,0.8
"1323",12637,"production",13343,1,0.1
"1324",12642,"ensure",13348,1,0.8
"1325",12647,"global",13353,1,0.4
"1326",12650,"well",13356,1,0.8
"1327",12660,"advance",13366,1,0.8
"1328",12671,"unpredictable",13377,1,-0.5
"1329",12673,"volatile",13379,1,-0.4
"1330",12679,"production",13385,1,0.1
"1331",12692,"new",13398,1,0.8
"1332",12693,"threats",13399,1,-0.75
"1333",12696,"locusts",13402,1,-0.25
"1334",12720,"like",13426,1,0.5
"1335",12722,"sincerely",13428,1,0.5
"1336",12723,"thank",13429,1,0.5
"1337",12729,"commitment",13435,1,0.5
"1338",12731,"hard",13437,1,-0.25
"1339",12732,"work",13438,1,0.25
"1340",12738,"posed",13444,1,-0.25
"1341",12742,"unique",13448,1,0.6
"1342",12751,"great",13457,1,0.5
"1343",12752,"dedication",13458,1,0.5
"1344",12760,"exemplary",13466,1,0.5
"1345",12767,"invaluable",13473,1,1
"1346",12770,"assistance",13476,1,0.8
"1347",12773,"support",13479,1,0.5
"1348",12775,"management",13481,1,0.4
"1349",12779,"progress",13485,1,0.75
"1350",12782,"productive",13488,1,0.5
"1351",12788,"confidence",13494,1,0.75
"1352",12792,"continue",13498,1,0.4
"1353",12799,"chairman",13505,1,0.25
"1354",12850,"prepared",13563,1,0.5
"1355",12858,"principal",13572,1,0.4
"1356",12861,"principal",13575,1,0.4
"1357",12867,"growing",13581,1,0.8
"1358",12873,"growing",13587,1,0.8
"1359",12874,"cracking",13588,1,-0.4
"1360",12879,"nuts",13593,1,-0.25
"1361",12881,"cultivation",13595,1,0.6
"1362",12924,"chairman",13638,1,0.25
"1363",12930,"principal",13646,1,0.4
"1364",12931,"risks",13647,1,-0.25
"1365",12940,"risks",13656,1,-0.25
"1366",12955,"risks",13671,1,-0.25
"1367",12957,"information",13673,1,0.4
"1368",12963,"risks",13679,1,-0.25
"1369",12974,"risks",13691,1,-0.25
"1370",12975,"relating",13692,1,0.1
"1371",12980,"principal",13697,1,0.4
"1372",12988,"level",13705,1,0.4
"1373",12990,"rainfall",13707,1,0.1
"1374",13002,"volatility",13719,1,-0.5
"1375",13013,"fluctuation",13730,1,-0.25
"1376",13015,"volatility",13732,1,-0.5
"1377",13021,"foreign",13738,1,-0.25
"1378",13027,"increased",13744,1,0.5
"1379",13030,"production",13747,1,0.1
"1380",13034,"results",13751,1,0.25
"1381",13050,"retained",13770,1,0.6
"1382",13054,"recommend",13774,1,0.5
"1383",13056,"approval",13776,1,1
"1384",13068,"share",13791,1,0.5
"1385",13070,"results",13793,1,0.25
"1386",13086,"general",13811,1,0.4
"1387",13092,"general",13817,1,0.4
"1388",13149,"interests",13880,1,0.5
"1389",13152,"share",13883,1,0.5
"1390",13164,"beneficial",13899,1,0.5
"1391",13166,"beneficial",13901,1,0.5
"1392",13169,"shares",13904,1,0.1
"1393",13171,"shares",13906,1,0.1
"1394",13173,"shares",13908,1,0.1
"1395",13175,"shares",13910,1,0.1
"1396",13180,"deceased",13915,1,-1
"1397",13214,"director",13959,1,0.25
"1398",13232,"eligible",13978,1,0.8
"1399",13253,"director",14000,1,0.25
"1400",13271,"eligible",14019,1,0.8
"1401",13292,"director",14041,1,0.25
"1402",13323,"special",14074,1,0.8
"1403",13327,"received",14078,1,0.6
"1404",13367,"risk",14122,1,-0.75
"1405",13373,"continue",14128,1,0.4
"1406",13403,"information",14158,1,0.4
"1407",13407,"director",14162,1,0.25
"1408",13420,"approval",14175,1,1
"1409",13427,"relevant",14182,1,0.8
"1410",13429,"information",14184,1,0.4
"1411",13440,"unaware",14195,1,-0.75
"1412",13444,"director",14199,1,0.25
"1413",13458,"director",14213,1,0.25
"1414",13465,"relevant",14220,1,0.8
"1415",13467,"information",14222,1,0.4
"1416",13483,"information",14238,1,0.4
"1417",13490,"willingness",14245,1,0.75
"1418",13491,"continue",14246,1,0.4
"1419",13510,"effectiveness",14268,1,0.6
"1420",13513,"independence",14271,1,0.8
"1421",13520,"approve",14278,1,0.5
"1422",13547,"director",14305,1,0.25
"1423",13568,"prepare",14332,1,0.1
"1424",13580,"fair",14344,1,0.75
"1425",13604,"performance",14368,1,0.4
"1426",13616,"ensure",14380,1,0.8
"1427",13624,"proper",14388,1,0.5
"1428",13629,"sufficient",14393,1,1
"1429",13644,"reasonable",14408,1,0.5
"1430",13660,"prepare",14424,1,0.1
"1431",13688,"responsible",14453,1,0.25
"1432",13692,"assets",14457,1,0.5
"1433",13699,"reasonable",14464,1,0.5
"1434",13703,"prevention",14468,1,0.25
"1435",13705,"detection",14470,1,0.25
"1436",13707,"fraud",14472,1,-0.75
"1437",13709,"error",14474,1,-1
"1438",13712,"accept",14477,1,1
"1439",13742,"accept",14508,1,1
